,Symbol,Security Name
2584,IMAB,i-mab
2585,IMAC,imac holdings
2586,IMACW,imac holdings
2587,IMAQ,international media acquisition
2588,IMAQR,international media acquisition
2589,IMAQU,international media acquisition
2590,IMAQW,international media acquisition
2591,IMBI,imedia brands
2592,IMBIL,imedia brands
2593,IMCC,im cannabis
2594,IMCR,immunocore holdings plc
2595,IMCV,ishares morningstar mid-cap value etf
2596,IMGN,immunogen
2597,IMGO,imago biosciences
2598,IMKTA,ingles markets
2599,IMMP,immutep limited
2600,IMMR,immersion
2601,IMMX,immix biopharma
2602,IMNM,immunome
2603,IMOS,chipmos technologies
2604,IMPL,impel neuropharma
2605,IMPP,imperial petroleum
2606,IMPPP,imperial petroleum
2607,IMRA,imara
2608,IMRN,immuron limited
2609,IMRNW,immuron limited
2610,IMRX,immuneering
2611,IMTE,integrated media technology limited
2612,IMTX,immatics n.v.
2613,IMTXW,immatics n.v.
2614,IMUX,immunic
2615,IMV,imv
2616,IMVT,immunovant
2617,IMXI,international money express
2618,INAB,in8bio
2619,INBK,first internet bancorp
2620,INBKZ,first internet bancorp-to-floating rate subordinated notes due 2029
2621,INBX,inhibrx
2622,INCR,intercure
2623,INCY,incyte
2624,INDB,independent bank
2625,INDI,indie semiconductor
2626,INDIW,indie semiconductor
2627,INDP,indaptus therapeutics
2628,INDT,indus realty trust
2629,INDY,ishares s&p india nifty 50 index fund
2630,INFI,infinity pharmaceuticals
2631,INFN,infinera
2632,INFR,legg mason global infrastructure etf
2633,INGN,inogen
2634,INKA,kludein i acquisition
2635,INKAU,kludein i acquisition
2636,INKAW,kludein i acquisition
2637,INKT,mink therapeutics
2638,INM,inmed pharmaceuticals
2639,INMB,inmune bio
2640,INMD,inmode
2641,INNV,innovage holding
2642,INO,inovio pharmaceuticals
2643,INOD,innodata
2644,INPX,inpixon 
2645,INSE,inspired entertainment
2646,INSG,inseego
2647,INSM,insmed
2648,INTA,intapp
2649,INTC,intel
2650,INTE,integral acquisition
2651,INTEU,integral acquisition
2652,INTEW,integral acquisition
2653,INTG,the intergroup
2654,INTU,intuit
2655,INTZ,intrusion
2656,INVA,innoviva
2657,INVE,identiv
2658,INVO,invo bioscience
2659,INVZ,innoviz technologies
2660,INVZW,innoviz technologies
2661,INZY,inozyme pharma
2662,IOAC,innovative international acquisition
2663,IOACU,innovative international acquisition
2664,IOACW,innovative international acquisition
2665,IOBT,io biotech
2666,IONM,assure holdings
2667,IONS,ionis pharmaceuticals
2668,IOSP,innospec
2669,IOVA,iovance biotherapeutics
2670,IPA,immunoprecise antibodies
2671,IPAR,inter parfums
2672,IPAX,inflection point acquisition
2673,IPAXU,inflection point acquisition
2674,IPAXW,inflection point acquisition
2675,IPDN,professional diversity network
2676,IPGP,ipg photonics
2677,IPHA,innate pharma s.a.
2678,IPKW,invesco international buyback achievers etf
2679,IPSC,century therapeutics
2680,IPVI,interprivate iv infratech partners
2681,IPVIU,interprivate iv infratech partners
2682,IPVIW,interprivate iv infratech partners
2683,IPW,ipower
2684,IPWR,ideal power
2685,IQ,iqiyi
2686,IQMD,intelligent medicine acquisition
2687,IQMDU,intelligent medicine acquisition
2688,IQMDW,intelligent medicine acquisition
2689,IRBT,irobot
2690,IRCP,irsa propiedades comerciales s.a.
2691,IRDM,iridium communications
2692,IREN,iris energy limited
2693,IRIX,iridex
2694,IRMD,iradimed
2695,IROQ,if bancorp
2696,IRTC,irhythm technologies
2697,IRWD,ironwood pharmaceuticals
2698,ISAA,iron spark i
2699,ISBC,investors bancorp
2700,ISDX,invesco rafi strategic developed ex-us etf
2701,ISEE,iveric bio
2702,ISEM,invesco rafi strategic emerging markets etf
2703,ISHG,ishares 1-3 year international treasury bond etf
2704,ISIG,insignia systems
2705,ISLE,isleworth healthcare acquisition
2706,ISLEW,isleworth healthcare acquisition
2707,ISO,isoplexis
2708,ISPC,ispecimen
2709,ISRG,intuitive surgical
2710,ISSC,innovative solutions and support
2711,ISTB,ishares core 1-5 year usd bond etf
2712,ISTR,investar holding
2713,ISUN,isun
2714,ITAQU,industrial tech acquisitions ii
2715,ITCI,intra-cellular therapies
2716,ITHX,ithax acquisition
2717,ITHXU,ithax acquisition
2718,ITHXW,ithax acquisition
2719,ITI,iteris
2720,ITIC,investors title company
2721,ITOS,iteos therapeutics
2722,ITQ,itiquira acquisition
2723,ITQRU,itiquira acquisition
2724,ITQRW,itiquira acquisition
2725,ITRI,itron
2726,ITRM,iterum therapeutics plc
2727,ITRN,ituran location and control
2728,IUS,invesco rafi strategic us etf
2729,IUSB,ishares core total usd bond market etf
2730,IUSG,ishares core s&p u.s. growth etf
2731,IUSS,invesco rafi strategic us small company etf
2732,IUSV,ishares core s&p u.s. value etf
2733,IVA,inventiva s.a.
2734,IVAC,intevac
2735,IVCBU,investcorp europe acquisition
2736,IVCPU,swiftmerge acquisition
2737,IXAQ,ix acquisition
2738,IXAQU,ix acquisition
2739,IXAQW,ix acquisition
2740,IXUS,ishares core msci total international stock etf
2741,IZEA,izea worldwide
2742,JACK,jack in the box
2743,JAGX,jaguar health
2744,JAKK,jakks pacific
2745,JAMF,jamf holding
2746,JAN,janone
2747,JANX,janux therapeutics
2748,JAQC,jupiter acquisition
2749,JAQCU,jupiter acquisition
2750,JAQCW,jupiter acquisition
2751,JAZZ,jazz pharmaceuticals plc
2752,JBHT,j.b. hunt transport services
2753,JBLU,jetblue airways
2754,JBSS,john b. sanfilippo & son
2755,JCIC,jack creek investment
2756,JCICU,jack creek investment
2757,JCICW,jack creek investment
2758,JCS,communications systems
2759,JCTCF,jewett-cameron trading company
2760,JD,jd.com
2761,JFIN,jiayin group
2762,JFU,9f
2763,JG,aurora mobile limited
2764,JJSF,j & j snack foods
2765,JKHY,jack henry & associates
2766,JMAC,maxpro capital acquisition
2767,JMACU,maxpro capital acquisition
2768,JMACW,maxpro capital acquisition
2769,JNCE,jounce therapeutics
2770,JOAN,joann
2771,JOBS,51job
2772,JOET,virtus terranova u.s. quality momentum etf
2773,JOFF,joff fintech acquisition
2774,JOFFU,joff fintech acquisition
2775,JOFFW,joff fintech acquisition
2776,JOUT,johnson outdoors
2777,JRSH,jerash holdings (us)
2778,JRVR,"james river group holdings,"
2779,JSM,navient
2780,JSMD,janus henderson small/mid cap growth alpha etf
2781,JSML,janus henderson small cap growth alpha etf
2782,JSPR,jasper therapeutics
2783,JSPRW,jasper therapeutics
2784,JUGG,jaws juggernaut acquisition
2785,JUGGU,jaws juggernaut acquisition
2786,JUGGW,jaws juggernaut acquisition
2787,JUPW,jupiter wellness
2788,JUPWW,jupiter wellness
2789,JVA,coffee holding co.
2790,JWAC,jupiter wellness acquisition
2791,JWACR,jupiter wellness acquisition
2792,JWEL,jowell global
2793,JYAC,jiya acquisition
2794,JYNT,the joint
2795,JZXN,jiuzi holdings
2796,KACL,kairous acquisition
2797,KACLR,kairous acquisition
2798,KACLU,kairous acquisition
2799,KACLW,kairous acquisition
2800,KAII,kismet acquisition two
2801,KAIIU,kismet acquisition two
2802,KAIIW,kismet acquisition two
2803,KAIR,kairos acquisition
2804,KAIRU,kairos acquisition
2805,KAIRW,kairos acquisition
2806,KALA,kala pharmaceuticals
2807,KALU,kaiser aluminum
2808,KALV,kalvista pharmaceuticals
2809,KARO,karooooo
2810,KAVL,kaival brands innovations group
2811,KBAL,kimball international
2812,KBNT,kubient
2813,KBNTW,kubient
2814,KBWB,invesco kbw bank etf
2815,KBWD,invesco kbw high dividend yield financial etf
2816,KBWP,invesco kbw property & casualty insurance etf
2817,KBWR,invesco kbw regional banking etf
2818,KBWY,invesco kbw premium yield equity reit etf
2819,KC,kingsoft cloud holdings limited
2820,KDNY,chinook therapeutics
2821,KDP,keurig dr pepper
2822,KE,kimball electronics
2823,KEJI,global x china innovation etf
2824,KELYA,kelly services
2825,KELYB,kelly services
2826,KEQU,kewaunee scientific
2827,KERN,akerna
2828,KERNW,akerna
2829,KFFB,kentucky first federal bancorp
2830,KFRC,kforce
2831,KHC,the kraft heinz company
2832,KIDS,orthopediatrics
2833,KIII,kismet acquisition three
2834,KIIIU,kismet acquisition three
2835,KIIIW,kismet acquisition three
2836,KINS,kingstone companies
2837,KINZ,kins technology group
2838,KINZU,kins technology group
2839,KINZW,kins technology group
2840,KIRK,kirkland's
2841,KLAC,kla
2842,KLAQ,kl acquisition
2843,KLAQU,kl acquisition
2844,KLAQW,kl acquisition
2845,KLDO,kaleido biosciences
2846,KLIC,kulicke and soffa industries
2847,KLTR,kaltura
2848,KLXE,klx energy services holdings
2849,KMDA,kamada
2850,KMPH,kempharm
2851,KNBE,knowbe4
2852,KNDI,kandi technologies group
2853,KNSA,"kiniksa pharmaceuticals,"
2854,KNTE,kinnate biopharma
2855,KOD,kodiak sciences
2856,KOPN,kopin
2857,KOSS,koss
2858,KPLT,katapult holdings
2859,KPLTW,katapult holdings
2860,KPRX,kiora pharmaceuticals
2861,KPTI,karyopharm therapeutics
2862,KRBP,kiromic biopharma
2863,KRKR,36kr holdings
2864,KRMA,global x conscious companies etf
2865,KRMD,repro med systems
2866,KRNL,kernel group holdings
2867,KRNLU,kernel group holdings
2868,KRNLW,kernel group holdings
2869,KRNT,kornit digital
2870,KRNY,kearny financial
2871,KRON,kronos bio
2872,KROP,global x agtech & food innovation etf
2873,KROS,keros therapeutics
2874,KRT,karat packaging
2875,KRTX,karuna therapeutics
2876,KRUS,kura sushi usa
2877,KRYS,krystal biotech
2878,KSI,kadem sustainable impact
2879,KSICU,kadem sustainable impact
2880,KSICW,kadem sustainable impact
2881,KSPN,kaspien holdings
2882,KTCC,key tronic
2883,KTOS,kratos defense & security solutions
2884,KTRA,kintara therapeutics
2885,KTTA,pasithea therapeutics
2886,KTTAW,pasithea therapeutics
2887,KURA,kura oncology
2888,KVHI,kvh industries
2889,KVSA,khosla ventures acquisition co.
2890,KVSC,khosla ventures acquisition co. 
2891,KXIN,kaixin auto holdings
2892,KYMR,kymera therapeutics
2893,KZIA,kazia therapeutics limited
2894,KZR,kezar life sciences
2895,LAAA,lakeshore acquisition i
2896,LAAAU,lakeshore acquisition i
2897,LAAAW,lakeshore acquisition i
2898,LABP,landos biopharma
2899,LAKE,lakeland industries
2900,LAMR,lamar advertising company
2901,LANC,lancaster colony
2902,LAND,gladstone land
2903,LANDM,gladstone land
2904,LANDO,gladstone land
2905,LARK,landmark bancorp
2906,LASR,nlight
2907,LAUR,laureate education
2908,LAWS,lawson products
2909,LAX,8i acquisition 2
2910,LAXXR,8i acquisition 2
2911,LAXXU,8i acquisition 2
2912,LAXXW,8i acquisition 2
2913,LAZR,luminar technologies
2914,LAZY,lazydays holdings
2915,LBAI,lakeland bancorp
2916,LBC,luther burbank
2917,LBPH,longboard pharmaceuticals
2918,LBPS,4d pharma plc
2919,LBPSW,4d pharma plc
2920,LBRDA,liberty broadband
2921,LBRDK,liberty broadband
2922,LBRDP,liberty broadband
2923,LBTYA,liberty global plc
2924,LBTYB,liberty global plc
2925,LBTYK,liberty global plc
2926,LCA,landcadia holdings iv
2927,LCAA,l catterton asia acquisition
2928,LCAAU,l catterton asia acquisition
2929,LCAAW,l catterton asia acquisition
2930,LCAHU,landcadia holdings iv
2931,LCAHW,landcadia holdings iv
2932,LCAP,lionheart acquisition
2933,LCAPU,lionheart acquisition
2934,LCAPW,lionheart acquisition
2935,LCID,lucid group
2936,LCNB,lcnb
2937,LCUT,lifetime brands
2938,LDEM,ishares esg msci em leaders etf
2939,LDHA,ldh growth
2940,LDHAU,ldh growth
2941,LDHAW,ldh growth
2942,LDSF,first trust low duration strategic focus etf
2943,LE,lands' end
2944,LECO,lincoln electric holdings
2945,LEDS,semileds
2946,LEE,lee enterprises
2947,LEGA,"lead edge growth opportunities,"
2948,LEGAU,"lead edge growth opportunities,"
2949,LEGAW,"lead edge growth opportunities,"
2950,LEGH,legacy housing
2951,LEGN,legend biotech
2952,LEGR,first trust indxx innovative transaction & process etf
2953,LESL,leslie's
2954,LEVL,level one bancorp
2955,LEVLP,level one bancorp
2956,LEXX,lexaria bioscience
2957,LEXXW,lexaria bioscience
2958,LFAC,lf capital acquisition
2959,LFACU,lf capital acquisition
2960,LFACW,lf capital acquisition
2961,LFMD,lifemd
2962,LFMDP,lifemd
2963,LFST,lifestance health group
2964,LFTR,lefteris acquisition
2965,LFTRU,lefteris acquisition
2966,LFTRW,lefteris acquisition
2967,LFUS,littelfuse
2968,LFVN,lifevantage
2969,LGAC,lazard growth acquisition
2970,LGACU,lazard growth acquisition
2971,LGACW,lazard growth acquisition
2972,LGBT,lgbtq + esg100 etf
2973,LGHL,lion group holding
2974,LGHLW,lion group holding
2975,LGIH,lgi homes
2976,LGND,ligand pharmaceuticals
2977,LGO,largo
2978,LGST,semper paratus acquisition
2979,LGSTU,semper paratus acquisition
2980,LGSTW,semper paratus acquisition
2981,LGTO,legato merger
2982,LGTOU,legato merger
2983,LGTOW,legato merger
2984,LGVC,lamf global ventures
2985,LGVCU,lamf global ventures
2986,LGVCW,lamf global ventures
2987,LGVN,longeveron
2988,LHAA,lerer hippeau acquisition
2989,LHCG,lhc group
2990,LHDX,lucira health
2991,LI,li auto
2992,LIAN,lianbio
2993,LIBY,liberty resources acquisition
2994,LIBYU,liberty resources acquisition
2995,LIBYW,liberty resources acquisition
2996,LIDR,aeye
2997,LIDRW,aeye
2998,LIFE,atyr pharma
2999,LILA,liberty latin america
3000,LILAK,liberty latin america
3001,LILM,lilium n.v.
3002,LILMW,lilium n.v.
3003,LINC,lincoln educational services
3004,LIND,lindblad expeditions holdings
3005,LINK,interlink electronics
3006,LION,lionheart iii
3007,LIONU,lionheart iii
3008,LIONW,lionheart iii
3009,LIQT,liqtech international
3010,LITE,lumentum holdings
3011,LITM,snow lake resources
3012,LITT,logistics innovation technologies
3013,LITTU,logistics innovation technologies
3014,LITTW,logistics innovation technologies
3015,LIVE,live ventures
3016,LIVN,livanova plc
3017,LIXT,lixte biotechnology holdings
3018,LIXTW,lixte biotechnology holdings
3019,LIZI,lizhi
3020,LJAQ,lightjump acquisition
3021,LJAQU,lightjump acquisition
3022,LJAQW,lightjump acquisition
3023,LJPC,la jolla pharmaceutical company
3024,LKCO,luokung technology
3025,LKFN,lakeland financial
3026,LKQ,lkq
3027,LLL,jx luxventure limited
3028,LLNW,limelight networks
3029,LMACA,liberty media acquisition
3030,LMACU,liberty media acquisition
3031,LMACW,liberty media acquisition
3032,LMAO,lmf acquisition opportunities
3033,LMAOU,lmf acquisition opportunities
3034,LMAOW,lmf acquisition opportunities
3035,LMAT,lemaitre vascular
3036,LMB,limbach holdings
3037,LMBS,first trust low duration opportunities etf
3038,LMDX,lumiradx limited
3039,LMDXW,lumiradx limited
3040,LMFA,lm funding america
3041,LMNL,liminal biosciences
3042,LMNR,limoneira co
3043,LMPX,lmp automotive holdings
3044,LMST,limestone bancorp
3045,LNDC,landec
3046,LNSR,lensar
3047,LNT,alliant energy
3048,LNTH,lantheus holdings
3049,LOAN,manhattan bridge capital
3050,LOB,live oak bancshares
3051,LOCO,el pollo loco holdings
3052,LOGC,logicbio therapeutics
3053,LOGI,logitech international s.a.
3054,LOOP,loop industries
3055,LOPE,grand canyon education
3056,LOTZ,carlotz
3057,LOTZW,carlotz
3058,LOVE,the lovesac company
3059,LPCN,lipocine
3060,LPLA,lpl financial holdings
3061,LPRO,open lending
3062,LPSN,liveperson
3063,LPTH,lightpath technologies
3064,LPTX,leap therapeutics
3065,LQDA,liquidia
3066,LQDT,liquidity services
3067,LRCX,lam research
3068,LRFC,logan ridge finance
3069,LRGE,clearbridge large cap growth esg etf
3070,LRMR,larimar therapeutics
3071,LSBK,lake shore bancorp
3072,LSCC,lattice semiconductor
3073,LSEA,landsea homes
3074,LSEAW,landsea homes
3075,LSPRU,larkspur health acquisition
3076,LSTR,landstar system
3077,LSXMA,liberty media
3078,LSXMB,liberty media
3079,LSXMK,liberty media
3080,LTBR,lightbridge
3081,LTCH,latch
3082,LTCHW,latch
3083,LTRN,lantern pharma
3084,LTRPA,liberty tripadvisor holdings
3085,LTRPB,liberty tripadvisor holdings
3086,LTRX,lantronix
3087,LTRY,lottery.com
3088,LTRYW,lottery.com
3089,LUCD,lucid diagnostics
3090,LULU,lululemon athletica
3091,LUMO,lumos pharma
3092,LUNA,luna innovations
3093,LUNG,pulmonx
3094,LUXA,lux health tech acquisition
3095,LUXAU,lux health tech acquisition
3096,LUXAW,lux health tech acquisition
3097,LVAC,lava medtech acquisition
3098,LVACU,lava medtech acquisition
3099,LVACW,lava medtech acquisition
3100,LVHD,legg mason low volatility high dividend etf
3101,LVLU,lulu's fashion lounge holdings
3102,LVO,liveone
3103,LVOX,livevox holding
3104,LVOXU,livevox holding
3105,LVOXW,livevox holding
3106,LVRA,levere holdings
3107,LVRAU,levere holdings
3108,LVRAW,levere holdings
3109,LVTX,lava therapeutics n.v.
3110,LWAY,lifeway foods
3111,LWLG,lightwave logic
3112,LX,lexinfintech holdings
3113,LXEH,"lixiang education holding co.,"
3114,LXRX,lexicon pharmaceuticals
3115,LYEL,lyell immunopharma
3116,LYFT,lyft
3117,LYL,dragon victory international limited
3118,LYLT,loyalty ventures
3119,LYRA,lyra therapeutics
3120,LYTS,lsi industries
3121,LZ,legalzoom.com
3122,MAAQ,mana capital acquisition
3123,MAAQR,mana capital acquisition
3124,MAAQU,mana capital acquisition
3125,MAAQW,mana capital acquisition
3126,MACA,moringa acquisition
3127,MACAU,moringa acquisition
3128,MACAW,moringa acquisition
3129,MACK,merrimack pharmaceuticals
3130,MACU,mallard acquisition
3131,MACUU,mallard acquisition
3132,MACUW,mallard acquisition
3133,MANH,manhattan associates
3134,MANT,mantech international
3135,MAPS,wm technology
3136,MAPSW,wm technology
3137,MAQC,maquia capital acquisition
3138,MAQCU,maquia capital acquisition
3139,MAQCW,maquia capital acquisition
3140,MAR,marriott international
3141,MARA,marathon digital holdings
3142,MARK,remark holdings
3143,MARPS,marine petroleum trust
3144,MASI,masimo
3145,MASS,908 devices
3146,MAT,mattel
3147,MATW,matthews international
3148,MAXN,"maxeon solar technologies,"
3149,MAYS,j. w. mays
3150,MBB,ishares mbs etf
3151,MBCN,middlefield banc
3152,MBII,marrone bio innovations
3153,MBIN,merchants bancorp
3154,MBINN,merchants bancorp.00% fixed rate series c non-cumulative perpetual preferred stock
3155,MBINO,merchants bancorp/40th interest in a share of series b fixed-to-floating rate
3156,MBINP,merchants bancorp.00% fixed-to-floating rate series a non-cumulative perpetual preferred stock
3157,MBIO,mustang bio
3158,MBNKP,"medallion bank-to-floating rate non-cumulative perpetual preferred stock, series f"
3159,MBOT,microbot medical
3160,MBRX,moleculin biotech
3161,MBTC,nocturne acquisition
3162,MBTCR,nocturne acquisition
3163,MBTCU,nocturne acquisition
3164,MBUU,malibu boats
3165,MBWM,mercantile bank
3166,MCAA,mountain & co. i acquisition
3167,MCAAU,mountain & co. i acquisition
3168,MCAAW,mountain & co. i acquisition
3169,MCAE,mountain crest acquisition
3170,MCAER,mountain crest acquisition
3171,MCAEU,mountain crest acquisition
3172,MCAF,mountain crest acquisition
3173,MCAFR,mountain crest acquisition
3174,MCAFU,mountain crest acquisition
3175,MCAG,mountain crest acquisition
3176,MCAGR,mountain crest acquisition
3177,MCAGU,mountain crest acquisition
3178,MCBC,macatawa bank
3179,MCBS,metrocity bankshares
3180,MCEF,first trust municipal cef
3181,MCFE,mcafee
3182,MCFT,mastercraft boat holdings
3183,MCHI,ishares msci china etf
3184,MCHP,microchip technology
3185,MCHX,marchex
3186,MCLD,mcloud technologies
3187,MCMJ,merida merger
3188,MCMJW,merida merger
3189,MCRB,seres therapeutics
3190,MCRI,monarch casino & resort
3191,MDB,mongodb
3192,MDCP,victoryshares thb mid cap esg etf
3193,MDGL,madrigal pharmaceuticals
3194,MDGS,medigus
3195,MDGSW,medigus
3196,MDIA,mediaco holding
3197,MDIV,multi-asset diversified
3198,MDJH,mdjm
3199,MDLZ,mondelez international
3200,MDNA,medicenna therapeutics
3201,MDRR,medalist diversified reit
3202,MDRRP,medalist diversified reit
3203,MDRX,allscripts healthcare solutions
3204,MDVL,medavail holdings
3205,MDWD,mediwound
3206,MDWT,midwest holding
3207,MDXG,mimedx group
3208,MDXH,mdxhealth sa
3209,ME,23andme holding co.
3210,MEAC,mercury ecommerce acquisition
3211,MEACU,mercury ecommerce acquisition
3212,MEACW,mercury ecommerce acquisition
3213,MEDP,medpace holdings
3214,MEDS,trxade health
3215,MEIP,mei pharma
3216,MEKA,meli kaszek pioneer
3217,MELI,mercadolibre
3218,MEOA,minority equality opportunities acquisition
3219,MEOAU,minority equality opportunities acquisition
3220,MEOAW,minority equality opportunities acquisition
3221,MEOH,methanex
3222,MERC,mercer international
3223,MESA,mesa air group
3224,MESO,mesoblast limited
3225,METC,ramaco resources
3226,METCL,ramaco resources
3227,METX,meten holding group
3228,METXW,meten holding group
3229,MF,missfresh limited
3230,MFH,mercurity fintech holding
3231,MFIN,medallion financial
3232,MGEE,mge energy
3233,MGI,moneygram international
3234,MGIC,magic software enterprises
3235,MGNI,magnite
3236,MGNX,macrogenics
3237,MGPI,mgp ingredients
3238,MGRC,mcgrath rentcorp
3239,MGTA,magenta therapeutics
3240,MGTX,meiragtx holdings plc
3241,MGYR,magyar bancorp
3242,MHLD,"maiden holdings,"
3243,MICT,mict
3244,MIDD,the middleby
3245,MIGI,mawson infrastructure group
3246,MILE,metromile
3247,MILEW,metromile
3248,MILN,global x millennial consumer etf
3249,MIME,mimecast limited
3250,MIND,mind technology
3251,MINDP,mind technology
3252,MINM,minim
3253,MIRM,mirum pharmaceuticals
3254,MIRO,miromatrix medical
3255,MIST,milestone pharmaceuticals
3256,MITA,coliseum acquisition
3257,MITAU,coliseum acquisition
3258,MITAW,coliseum acquisition
3259,MITC,meatech 3d
3260,MITK,mitek systems
3261,MITO,stealth biotherapeutics
3262,MKD,molecular data
3263,MKSI,mks instruments
3264,MKTW,marketwise
3265,MKTWW,marketwise
3266,MKTX,marketaxess holdings
3267,MLAB,mesa laboratories
3268,MLAC,malacca straits acquisition company limited
3269,MLACU,malacca straits acquisition company limited
3270,MLACW,malacca straits acquisition company limited
3271,MLAI,mclaren technology acquisition
3272,MLAIU,mclaren technology acquisition
3273,MLAIW,mclaren technology acquisition
3274,MLCO,melco resorts & entertainment limited
3275,MLKN,millerknoll
3276,MLVF,malvern bancorp
3277,MMAT,meta materials
3278,MMLP,martin midstream partners l.p.
3279,MMMB,mamamancini's holdings
3280,MMSI,merit medical systems
3281,MMYT,makemytrip limited
3282,MNDO,mind c.t.i.
3283,MNDT,mandiant
3284,MNDY,monday.com
3285,MNKD,mannkind
3286,MNMD,mind medicine (mindmed)
3287,MNOV,medicinova
3288,MNPR,monopar therapeutics
3289,MNRO,monro
3290,MNSB,mainstreet bancshares
3291,MNSBP,mainstreet bancshares
3292,MNST,monster beverage
3293,MNTK,montauk renewables
3294,MNTS,momentus
3295,MNTSW,momentus
3296,MNTV,momentive global
3297,MNTX,manitex international
3298,MOBQ,mobiquity technologies
3299,MOBQW,mobiquity technologies
3300,MODV,modivcare
3301,MOFG,midwestone financial group
3302,MOGO,mogo
3303,MOHO,ecmoho limited
3304,MOLN,molecular partners ag
3305,MOMO,hello group
3306,MON,monument circle acquisition
3307,MONCU,monument circle acquisition
3308,MONCW,monument circle acquisition
3309,MOR,morphosys ag
3310,MORF,morphic holding
3311,MORN,morningstar
3312,MOTS,motus gi holdings
3313,MOVE,movano
3314,MOXC,moxian (bvi)
3315,MPAA,motorcar parts of america
3316,MPAC,model performance acquisition
3317,MPACR,model performance acquisition
3318,MPACU,model performance acquisition
3319,MPACW,model performance acquisition
3320,MPB,mid penn bancorp
3321,MPRA,mercato partners acquisition
3322,MPRAU,mercato partners acquisition
3323,MPRAW,mercato partners acquisition
3324,MPWR,monolithic power systems
3325,MQ,marqeta
3326,MRAI,marpai
3327,MRAM,everspin technologies
3328,MRBK,meridian
3329,MRCC,monroe capital
3330,MRCY,mercury systems
3331,MREO,mereo biopharma group plc
3332,MRIN,marin software
3333,MRKR,marker therapeutics
3334,MRM,medirom healthcare technologies
3335,MRNA,moderna
3336,MRNS,marinus pharmaceuticals
3337,MRSN,mersana therapeutics
3338,MRTN,"marten transport,"
3339,MRTX,mirati therapeutics
3340,MRUS,merus n.v.
3341,MRVI,maravai lifesciences holdings
3342,MRVL,marvell technology
3343,MSAC,medicus sciences acquisition
3344,MSACW,medicus sciences acquisition
3345,MSBI,midland states bancorp
3346,MSDA,msd acquisition
3347,MSDAU,msd acquisition
3348,MSDAW,msd acquisition
3349,MSEX,middlesex water company
3350,MSFT,microsoft
3351,MSGM,motorsport games
3352,MSTR,microstrategy
3353,MSVB,mid-southern bancorp
3354,MTAC,medtech acquisition
3355,MTACU,medtech acquisition
3356,MTACW,medtech acquisition
3357,MTBC,carecloud
3358,MTBCP,carecloud
3359,MTC,mmtec
3360,MTCH,match group
3361,MTCR,metacrine
3362,MTEM,molecular templates
3363,MTEX,mannatech
3364,MTLS,materialise nv
3365,MTP,midatech pharma plc
3366,MTRX,matrix service company
3367,MTRY,monterey bio acquisition
3368,MTRYU,monterey bio acquisition
3369,MTRYW,monterey bio acquisition
3370,MTSI,macom technology solutions holdings
3371,MTTR,matterport
3372,MU,micron technology
3373,MUDS,mudrick capital acquisition
3374,MUDSU,mudrick capital acquisition
3375,MUDSW,mudrick capital acquisition
3376,MULN,mullen automotive
3377,MVBF,mvb financial
3378,MVIS,microvision
3379,MVST,microvast holdings
3380,MVSTW,microvast holdings
3381,MXCT,maxcyte
3382,MXL,maxlinear
3383,MYFW,first western financial
3384,MYGN,myriad genetics
3385,MYMD,mymd pharmaceuticals
3386,MYNA,mynaric ag
3387,MYNZ,mainz biomed b.v.
3388,MYPS,playstudios
3389,MYPSW,playstudios
3390,MYRG,myr group
3391,MYSZ,my size
3392,NAAC,north atlantic acquisition
3393,NAACU,north atlantic acquisition
3394,NAACW,north atlantic acquisition
3395,NAII,natural alternatives international
3396,NAOV,nanovibronix
3397,NARI,inari medical
3398,NATH,nathan's famous
3399,NATI,national instruments
3400,NATR,nature's sunshine products
3401,NAUT,nautilus biotechnology
3402,NAVI,navient
3403,NBEV,newage
3404,NBIX,neurocrine biosciences
3405,NBN,northeast bank
3406,NBRV,nabriva therapeutics plc
3407,NBSE,neubase therapeutics
3408,NBST,newbury street acquisition
3409,NBSTU,newbury street acquisition
3410,NBSTW,newbury street acquisition
3411,NBTB,nbt bancorp
3412,NBTX,nanobiotix s.a.
3413,NCAC,newcourt acquisition
3414,NCACU,newcourt acquisition
3415,NCACW,newcourt acquisition
3416,NCBS,nicolet bankshares
3417,NCMI,national cinemedia
3418,NCNA,nucana plc
3419,NCNO,ncino
3420,NCSM,ncs multistage holdings
3421,NCTY,the9 limited
3422,NDAC,nightdragon acquisition
3423,NDACU,nightdragon acquisition
3424,NDACW,nightdragon acquisition
3425,NDAQ,nasdaq
3426,NDLS,noodles & company
3427,NDRA,endra life sciences
3428,NDRAW,endra life sciences
3429,NDSN,nordson
3430,NECB,northeast community bancorp
3431,NEGG,newegg commerce
3432,NEO,neogenomics
3433,NEOG,neogen
3434,NEON,neonode
3435,NEPH,nephros
3436,NEPT,neptune wellness solutions
3437,NERV,minerva neurosciences
3438,NESR,national energy services reunited
3439,NESRW,national energy services reunited
3440,NEWT,newtek business services
3441,NEWTL,newtek business services
3442,NEWTZ,newtek business services
3443,NEXI,neximmune
3444,NEXT,nextdecade
3445,NFBK,northfield bancorp
3446,NFE,new fortress energy
3447,NFLX,netflix
3448,NFTY,first trust india nifty 50 equal weight etf
3449,NGM,ngm biopharmaceuticals
3450,NGMS,neogames s.a.
3451,NH,nanthealth
3452,NHIC,newhold investment
3453,NHICU,newhold investment
3454,NHICW,newhold investment
